Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS
1996,LAL,Magic Johnson,36,32,958,21.1,0.612,0.197,0.684,5,17,11.1,34.1,1.4,1,21.2,22.7,3.6
1998,VAN,Shareef Abdur-Rahim,21,82,2950,21.1,0.562,0.038,0.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,6.9
1999,SEA,Jelani McCoy,21,26,331,21.1,0.704,0,0.553,9.3,18.3,13.8,2.2,1.8,4.5,9.6,14.3,1.4
2000,MIL,Sam Cassell,30,81,2899,21.1,0.551,0.077,0.38,2.8,9.3,6.1,41.1,1.8,0.2,16.4,25,9.2
2002,UTA,Karl Malone,38,80,3040,21.1,0.532,0.018,0.457,5.6,21.7,13.6,21.8,2.7,1.5,13.5,28.8,9.8
2003,UTA,Andrei Kirilenko,21,80,2213,21.1,0.598,0.178,0.576,8.4,14.4,11.5,10.6,2.9,6.1,14.5,19.6,9.2
2004,IND,Jermaine O'Neal,25,78,2788,21.1,0.489,0.013,0.329,8.1,25,16.5,12.3,1.2,5.5,10.1,30.2,9
2007,ORL,Dwight Howard,21,82,3023,21.1,0.619,0.002,0.763,11.8,28.9,20.5,9.5,1.2,4.2,21.4,22.7,9.7
2008,DEN,Carmelo Anthony,23,77,2806,21.1,0.568,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,8.2
2008,PHO,Steve Nash,33,81,2780,21.1,0.641,0.396,0.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22,10.5
2009,UTA,Deron Williams,24,68,2505,21.1,0.573,0.23,0.39,1.1,8.1,4.6,47.8,1.5,0.6,16.5,24.7,8.4
2010,HOU,Carl Landry,26,52,1415,21.1,0.621,0,0.507,9.5,13.8,11.6,5,1,2.4,11.3,23.8,5.4
2011,LAL,Andrew Bynum,23,54,1500,21.1,0.606,0,0.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,6.6
2012,ATL,Josh Smith,26,66,2329,21.1,0.499,0.099,0.292,6.9,24.8,15.9,20.6,2.1,3.8,11.7,28.4,6.8
2012,OKC,James Harden,22,62,1946,21.1,0.66,0.464,0.587,1.9,12.2,7.4,19.3,1.6,0.6,14.8,21.6,9.3
2012,NYK,Carmelo Anthony,27,55,1876,21.1,0.525,0.198,0.358,5.4,15.9,10.6,21,1.7,1,10.8,31.8,6.2
2016,GSW,Festus Ezeli,26,8,163,21.1,0.582,0,0.518,12.2,20.2,16.4,8,0.9,6.1,11.6,19.9,0.8
1978,HOU,Moses Malone,22,59,2107,21.2,0.559,,0.535,18.6,26.2,22.3,2.1,1.1,1.9,17.7,23.5,6.1
1983,SAS,Artis Gilmore,33,82,2797,21.2,0.668,0.007,0.559,12.1,25.8,19.2,6.1,0.7,3.7,18.7,19.4,11
1986,DET,Isiah Thomas,24,77,2790,21.2,0.554,0.067,0.37,3.1,7.6,5.3,40.7,2.8,0.4,16.6,24.4,8.8
1989,ATL,Moses Malone,33,81,2878,21.2,0.581,0.011,0.649,14.4,21.9,18.1,5.8,1.3,2.1,14.8,23.4,10.7
1991,IND,Reggie Miller,25,82,2972,21.2,0.65,0.277,0.515,3.2,7.4,5.4,16.6,1.8,0.3,10.2,22.5,12.5
1991,BOS,Kevin McHale,33,68,2067,21.2,0.606,0.041,0.302,8.4,16.5,12.8,8.8,0.6,4,11.9,23.9,7.9
1993,NJN,Derrick Coleman,25,76,2759,21.2,0.54,0.081,0.425,9.7,24,16.9,16.1,1.7,2.9,14.3,25.8,9.5
1993,PHI,Eddie Lee Wilkins,30,26,192,21.2,0.602,0.021,0.804,7.9,14.6,11.3,2,1.8,0.3,11.5,32.6,0.5
1998,DET,Grant Hill,25,81,3294,21.2,0.52,0.015,0.475,3.3,19.3,11.3,31.5,2.4,1.2,14.8,27.3,10.2
1999,CHH,Brad Miller,22,38,469,21.2,0.651,0.014,0.739,9.2,19.8,14.7,9,1,2.8,14.9,21.7,2.1
2002,MIN,Terrell Brandon,31,32,962,21.2,0.494,0.063,0.23,2.1,9,5.6,42.8,2.9,0.5,9.7,20.9,3.7
2003,PHI,Allen Iverson,27,82,3485,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,9.2
2004,DAL,Antawn Jamison,27,82,2376,21.2,0.581,0.044,0.322,10.4,13.5,11.9,4.7,1.8,0.9,7.2,20.7,9
2004,ATL,Shareef Abdur-Rahim,27,53,1956,21.2,0.568,0.029,0.423,8.2,20.3,14.3,12.6,1.2,0.7,12.3,24.8,6.6
2006,MIL,Michael Redd,26,80,3130,21.2,0.574,0.272,0.377,2.9,10.2,6.5,13.8,1.6,0.1,8.8,28.3,10.8
2009,BOS,Kevin Garnett,32,57,1772,21.2,0.563,0.011,0.178,5.6,26.7,16.6,14.7,1.9,3.1,10.1,23.4,7.1
2010,MEM,Zach Randolph,28,81,3051,21.2,0.546,0.039,0.348,12.6,23.8,18.2,8.2,1.3,0.8,10.1,24.6,9.7
2011,DEN,Carmelo Anthony,26,50,1774,21.2,0.547,0.13,0.431,5.2,19.3,12.4,14.3,1.2,1.3,11,32.5,4.7
2012,PHO,Marcin Gortat,27,66,2114,21.2,0.578,0.003,0.326,10,25,17.6,4.8,1.2,3.4,9.3,20.8,7.6
2012,ORL,Ryan Anderson,23,61,1964,21.2,0.589,0.557,0.226,13,14.7,13.8,5.1,1.4,1,6.4,21.2,8.9
2012,GSW,Stephen Curry,23,26,732,21.2,0.605,0.409,0.159,2.3,11.3,6.8,32.3,2.8,0.8,17,24,2.2
2015,DET,Greg Monroe,24,69,2137,21.2,0.549,0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13,23.9,6.8
1978,MIL,Marques Johnson,21,80,2765,21.3,0.563,,0.34,10.9,21.6,16.2,9.5,1.5,1.9,11.2,21.4,10.6
1980,PHO,Walter Davis,25,75,2309,21.3,0.608,0.003,0.313,3.6,9.2,6.5,23.6,2.3,0.5,15.4,27,8.3
1984,LAL,Kareem Abdul-Jabbar,36,80,2622,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1,2.9,13.5,25.1,8.9
1985,DAL,Mark Aguirre,25,80,2699,21.3,0.563,0.054,0.37,7.8,12.5,10.1,15.3,1.1,0.5,12.2,32.2,7.2
1990,CLE,Ron Harper,26,7,262,21.3,0.493,0.036,0.297,8.1,12.5,10.3,32.5,2.7,2.1,10.3,28.7,0.8
1990,DAL,Mark Wade,24,1,3,21.3,,,,0,0,0,81.6,0,0,,0,0
1993,UTA,John Stockton,30,82,2863,21.3,0.584,0.208,0.408,2.6,6.7,4.7,49.8,3.5,0.5,20.1,19.9,10.6
1995,SEA,Gary Payton,26,82,3015,21.3,0.564,0.172,0.259,4.3,6.7,5.5,31.8,3.4,0.3,11.8,24.4,11.7
1997,CHI,Scottie Pippen,31,82,3095,21.3,0.554,0.31,0.213,5.9,13.3,9.7,24.3,2.7,1.1,12.5,24.6,13.1
1997,NYK,Patrick Ewing,34,78,2887,21.3,0.548,0.007,0.434,7.5,26.4,17.3,10.8,1.3,5.3,14.4,29.8,9.8
2002,MIL,Sam Cassell,32,74,2605,21.3,0.545,0.17,0.274,2.5,10.9,6.9,34.3,1.8,0.3,11.7,27.3,8.6
2003,PHO,Shawn Marion,24,81,3373,21.3,0.538,0.248,0.201,6.6,19.4,13,10.4,2.9,2.1,9,23.3,13
2005,WAS,Gilbert Arenas,23,80,3274,21.3,0.565,0.369,0.42,2.8,10.5,6.5,22.9,2.2,0.5,11.8,27.3,11.5
2006,CHA,Gerald Wallace,23,55,1895,21.3,0.578,0.085,0.52,7.1,18.9,12.6,8.8,3.7,4.7,12,19.3,6.4
2007,DET,Chauncey Billups,30,70,2533,21.3,0.591,0.388,0.536,1.1,10,5.6,32.9,1.8,0.5,12.2,21.5,11.4
2010,UTA,Carlos Boozer,28,78,2673,21.3,0.599,0,0.35,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,9.9
2010,POR,Brandon Roy,25,65,2419,21.3,0.568,0.213,0.424,3.7,10.9,7.3,23.1,1.4,0.5,9.5,26.7,9.1
2010,GSW,Acie Law,25,5,66,21.3,0.752,0.214,1.071,0,3.4,1.7,15,4.3,0,8.8,14.7,0.3
2013,GSW,Stephen Curry,24,78,2983,21.3,0.589,0.432,0.21,2.3,9.1,5.8,31.1,2.1,0.3,13.7,26.4,11.2
2014,HOU,Dwight Howard,28,71,2396,21.3,0.6,0.009,0.798,11.4,27.9,20.1,9.3,1.2,4,17.5,24,8
2014,SAS,Tim Duncan,37,74,2158,21.3,0.535,0.006,0.349,8.6,28.3,18.8,16,1,4.6,13.2,25.2,7.4
2015,CHI,Jimmy Butler,25,65,2513,21.3,0.583,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1,7.7,21.6,11.2
1978,KCK,Bob Bigelow,24,1,7,21.4,1,,0,29.1,44,36.5,0,0,0,0,5.4,0
1991,GSW,Chris Mullin,27,82,3315,21.4,0.618,0.092,0.4,4.7,10,7.4,14.9,2.4,1.1,12.6,23.5,12.2
1992,CLE,Larry Nance,32,81,2880,21.4,0.586,0.006,0.31,8.6,17.1,13,12,1.4,4.9,6.9,19.1,12.2
1992,NYK,Kennard Winchester,25,15,64,21.4,0.525,0.074,0.37,10.9,15.9,13.4,19.3,1.6,2,6,22.8,0.3
1994,NJN,Derrick Coleman,26,77,2778,21.4,0.534,0.1,0.469,9.8,23.5,16.5,15.6,1.2,3.2,12.5,25.3,9.9
1997,ORL,Anfernee Hardaway,25,59,2221,21.4,0.554,0.284,0.367,4.2,9.8,6.9,28.5,2.3,1.2,11.7,25.7,8.1
1998,SAS,Willie Burton,29,13,43,21.4,0.514,0.429,0.571,8.6,15.1,12.1,4.3,2.5,3.3,3.7,29.8,0.2
2003,IND,Jermaine O'Neal,24,77,2864,21.4,0.539,0.017,0.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,10.5
2003,SEA,Gary Payton,34,52,2123,21.4,0.495,0.115,0.236,3.1,10.8,6.9,41.6,2.4,0.4,10.7,27.1,6.2
2005,NOH,Baron Davis,25,18,593,21.4,0.492,0.452,0.317,3.1,10.6,6.7,44,2.9,0.5,9.9,30,1.7
2006,UTA,Carlos Boozer,24,33,1025,21.4,0.585,0,0.343,8.6,25.3,16.9,18,1.6,0.6,13.1,23.9,3.5
2007,SAS,Tony Parker,24,77,2499,21.4,0.572,0.035,0.319,1.7,10,6,31.7,1.8,0.2,13.3,27.4,9.6
2008,HOU,Carl Landry,24,42,711,21.4,0.641,0.005,0.498,15.5,17.3,16.4,5.2,1.3,0.7,8.9,18.8,3.7
2011,HOU,Kevin Martin,27,80,2603,21.4,0.601,0.362,0.528,1.2,10,5.6,13,1.6,0.4,10.5,29.6,9.5
2012,CLE,Kyrie Irving,19,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,4.1
2012,MIN,Nikola Pekovic,26,47,1264,21.4,0.607,0,0.412,15.8,14.6,15.2,4.6,1.2,1.8,14,21.9,4.5
2013,CLE,Kyrie Irving,20,59,2048,21.4,0.553,0.261,0.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,5.3
2014,PHO,Goran Dragic,27,76,2668,21.4,0.604,0.274,0.381,2.9,7.4,5.2,28.1,2,0.6,14.3,24.5,10.3
2015,DET,Andre Drummond,21,82,2502,21.4,0.504,0.002,0.38,18.3,30.1,24,3.9,1.5,4.8,9.7,22,7.7
2015,ATL,Al Horford,28,76,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,8.7
2015,MIA,Dwyane Wade,33,62,1971,21.4,0.534,0.094,0.341,3.6,9.6,6.7,32.1,2,0.9,14.4,34.7,3.5
1978,DEN,Dan Issel,29,82,2851,21.5,0.571,,0.425,9.5,20.1,14.9,16.1,1.6,0.7,14.5,23.9,11.1
1979,NYK,Bob McAdoo,27,40,1594,21.5,0.572,,0.422,6.3,19.4,12.8,12.2,1.8,1.6,14,26.9,4.8
1982,SAS,Ron Brewer,26,25,595,21.5,0.555,0.028,0.244,2.3,6.7,4.5,17.9,1.8,0.6,7.8,29,2
1982,CLE,Lowes Moore,24,4,70,21.5,0.542,0.132,0.211,1.5,5.2,3.2,36.4,4.1,0.8,10.7,27.4,0.2
1992,CHI,Scottie Pippen,26,82,3164,21.5,0.555,0.059,0.319,6.9,15.8,11.5,25.8,2.5,1.8,14,24.6,12.7
1997,CLE,Terrell Brandon,26,78,2868,21.5,0.526,0.206,0.226,2.1,11.7,6.8,35.6,2.8,0.9,11,28.3,10.8
1998,ORL,Jason Lawson,23,17,80,21.5,0.67,0,0.667,11.5,28.6,19.9,10.7,2.8,3.6,9.3,12.3,0.5
2008,MIA,Dwyane Wade,26,51,1954,21.5,0.549,0.082,0.498,2.7,10.5,6.6,37.5,2.4,1.5,16.4,33.1,3.3
2011,POR,LaMarcus Aldridge,25,81,3211,21.5,0.549,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,11.1
2012,SAS,Patrick Mills,23,16,261,21.5,0.604,0.431,0.115,1.8,10.3,6.2,25.9,2,0.3,16,28.4,0.9
2015,CLE,Kyrie Irving,22,75,2730,21.5,0.583,0.306,0.296,2.3,7.5,5,25,2.2,0.6,11.8,26.2,10.4
2015,ORL,Nikola Vucevic,24,74,2529,21.5,0.548,0.005,0.181,10.4,26,18.1,11,1.1,1.7,10.2,26,7
2015,NYK,Carmelo Anthony,30,40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.9
2015,IND,George Hill,28,43,1267,21.5,0.579,0.361,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,5.4
2016,ATL,Al Horford,29,9,286,21.5,0.552,0.234,0.141,8.5,19.2,14,14,1.2,4.3,9.9,23.5,0.9
1980,NYK,Ray Williams,25,82,2582,21.6,0.546,0.027,0.306,6.2,11.2,8.7,28.5,2.9,0.5,14,27.2,8.2
1983,DEN,Dan Issel,34,80,2431,21.6,0.573,0.015,0.37,6.3,18.6,12.4,12.6,1.5,0.9,10.4,25.5,8.4
1985,DEN,Alex English,31,81,2924,21.6,0.561,0.003,0.255,7,9.9,8.3,17.9,1.5,0.9,11.1,29.3,8.9
1986,BOS,Kevin McHale,28,68,2397,21.6,0.623,0,0.429,8.4,16.4,12.7,10.8,0.6,3.1,11.4,22.5,11
1989,BOS,Robert Parish,35,80,2840,21.6,0.607,0,0.391,14,26.1,20.1,9.1,1.4,2.4,14,20.9,10.5
1992,SEA,Shawn Kemp,22,64,1808,21.6,0.567,0.004,0.503,16.5,26.1,21.2,7.3,1.9,4.4,15.1,24,6.7
1995,POR,Rod Strickland,28,64,2267,21.6,0.544,0.13,0.402,3.5,12.8,7.9,39.9,2.8,0.3,15.8,24.6,8.5
1997,SAC,Mitch Richmond,31,81,3125,21.6,0.578,0.302,0.337,2.2,9.8,6,20.6,2,0.6,11.6,29.4,10.8
1997,MIA,Alonzo Mourning,26,66,2320,21.6,0.578,0.01,0.638,9.8,23.4,16.8,8.8,1.3,6.3,16.6,27.5,8.4
1998,SEA,Gary Payton,29,82,3145,21.6,0.544,0.311,0.293,3,11.2,7.1,36.7,3.1,0.4,13.7,24.6,12.5
1998,HOU,Charles Barkley,34,68,2243,21.6,0.564,0.113,0.534,12.9,28.8,20.9,16.6,1.7,0.9,13.8,21.6,8.6
2001,HOU,Steve Francis,23,80,3194,21.6,0.563,0.276,0.359,7.1,12.8,10,28.4,2.3,0.7,15.8,24.2,12.2
2002,MIL,Ray Allen,26,69,2525,21.6,0.598,0.46,0.213,3.9,10.1,7.1,19.4,1.9,0.5,11.2,26.2,8.9
2004,GSW,Sean Lampley,24,10,63,21.6,0.672,0,0.6,3.6,16.1,9.8,6.1,0,1.1,10.6,20.7,0.2
2005,WAS,Larry Hughes,26,61,2358,21.6,0.523,0.192,0.417,3.4,15.2,9.1,21.9,3.8,0.6,10.6,26.6,7.7
2006,NJN,Vince Carter,29,79,2906,21.6,0.536,0.242,0.396,5.4,13.4,9.3,24.4,1.7,1.5,10.7,32.3,9.3
2007,SEA,Ray Allen,31,55,2219,21.6,0.564,0.384,0.268,3.1,10.4,6.7,19,1.9,0.4,10.7,29.5,6.3
2009,NJN,Devin Harris,25,69,2494,21.6,0.563,0.212,0.582,1.4,9.7,5.5,34.4,2.4,0.4,14,28.4,7.5
2010,PHO,Steve Nash,35,81,2660,21.6,0.615,0.295,0.228,1.5,9.4,5.7,50.9,0.8,0.3,21.4,22.9,9.9
2010,SAS,Ian Mahinmi,23,26,165,21.6,0.667,0,0.855,9.4,27.2,18.5,2.1,1,3.5,16.5,25.2,0.7
2012,DAL,Brandan Wright,24,49,791,21.6,0.632,0.004,0.352,8.9,15.8,12.4,2.9,1.5,6.4,7.2,17,3.5
2013,DET,Andre Drummond,19,60,1243,21.6,0.578,0.006,0.465,15.4,27.2,21.2,4.1,2.5,6.1,12.2,17.2,4.5
2015,UTA,Rudy Gobert,22,82,2158,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7,16.9,14,9.3
1978,PHI,Julius Erving,27,74,2429,21.7,0.555,,0.297,7.7,12.2,10,17.3,2.5,2,14.7,25.1,9.1
1979,ATL,John Drew,24,79,2410,21.7,0.536,,0.492,9.7,13.9,11.7,8.1,2.5,0.4,11.2,30.9,8.9
1979,DET,Bob Lanier,30,53,1835,21.7,0.564,,0.386,9,19.3,14,11.4,1.2,2.1,13.6,26.7,5.9
1981,CHI,Artis Gilmore,31,82,2832,21.7,0.699,0,0.652,9.2,23.5,16.7,8.9,0.8,4,18.4,18.5,12.3
1981,DEN,Dan Issel,32,80,2641,21.7,0.575,0.01,0.561,8.6,17.7,13.1,8.4,1.4,1,7.9,23.2,10.5
1986,DEN,Alex English,32,81,3024,21.7,0.562,0.003,0.314,6.3,7.7,7,17,1.1,0.5,10.4,30.5,9.8
1991,POR,Terry Porter,27,81,2665,21.7,0.632,0.332,0.359,2.2,9.4,5.9,34,2.8,0.3,14.7,19.6,13
1991,CLE,Mark Price,26,16,571,21.7,0.61,0.272,0.318,1.6,7.5,4.6,44.6,3.7,0.2,20.1,21.3,2
1994,GSW,Chris Webber,20,76,2438,21.7,0.559,0.014,0.342,13.8,17,15.4,17.1,1.8,4.1,14.7,23.7,7.8
1994,CHH,Alonzo Mourning,23,60,2018,21.7,0.588,0.002,0.672,10,23,16.7,6.6,0.7,5.7,15.4,27.3,6.3
1995,SEA,Shawn Kemp,25,82,2679,21.7,0.61,0.007,0.587,14.4,25,19.8,8.8,1.9,3.5,17.1,24.4,10.6
1999,DEN,Antonio McDyess,24,50,1937,21.7,0.515,0.01,0.383,9.7,22.8,16,8.7,2,4.2,11.8,27.3,4.2
2000,LAL,Kobe Bryant,21,66,2524,21.7,0.546,0.122,0.341,4.6,12.9,8.8,22.4,2.2,1.7,11.8,26.8,10.6
2003,UTA,Karl Malone,39,81,2936,21.7,0.534,0.011,0.482,4.8,20.5,13,24.4,2.5,0.8,11.8,27.8,11.1
2003,LAC,Elton Brand,23,62,2454,21.7,0.543,0.001,0.396,13.1,19.3,16.2,12,1.5,4.6,13.2,22.4,7.6
2004,MEM,Pau Gasol,23,78,2458,21.7,0.542,0.014,0.487,9.4,18.3,13.8,14.9,0.9,3.9,12.8,26.8,8.1
2004,SEA,Ray Allen,28,56,2152,21.7,0.566,0.372,0.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,6.9
2004,SEA,Leon Smith,23,1,4,21.7,0.5,0,0,29.7,29.2,29.5,0,0,0,0,23.1,0
2005,PHO,Shawn Marion,26,81,3146,21.7,0.556,0.265,0.213,8.4,22,15.5,7.5,2.6,2.5,8.1,21.3,12.5
2007,BOS,Paul Pierce,29,47,1740,21.7,0.571,0.324,0.473,2.6,16.8,9.5,22.1,1.4,0.6,12.9,30.7,5.4
2007,MIA,Shaquille O'Neal,34,40,1135,21.7,0.567,0,0.614,10.3,20.3,15.4,14.3,0.4,3.8,13.5,29.4,2.8
2011,SAS,Manu Ginobili,33,80,2426,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26,9.9
2012,DAL,Dirk Nowitzki,33,62,2079,21.7,0.564,0.205,0.343,2.5,19.9,11.3,12.6,1.1,1.2,9,29.2,7.6
2012,SAC,DeMarcus Cousins,21,64,1950,21.7,0.499,0.014,0.373,14.2,25.9,19.8,9.5,2.4,2.8,12.8,29.7,4.2
2013,NOH,Anthony Davis,19,64,1846,21.7,0.559,0.009,0.333,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,6.1
2013,CLE,Anderson Varejao,30,25,901,21.7,0.529,0.017,0.353,16.9,30.1,23.2,15.4,2.1,1.3,11.6,18.7,3.3
2015,MEM,Marc Gasol,30,81,2687,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4,12.2,24.6,10.2
1982,SEA,Gus Williams,28,80,2876,21.8,0.526,0.025,0.274,3.6,5.5,4.6,31,2.9,0.7,9.9,28.5,10.2
1983,DEN,Kiki Vandeweghe,24,82,2909,21.8,0.613,0.033,0.364,4.3,10.9,7.6,9.8,1,0.7,9,24.9,11
1984,PHI,Moses Malone,28,71,2613,21.8,0.566,0.004,0.66,15.7,25.3,20.6,5.7,1.3,2.4,15,26.4,9.5
1985,DEN,Calvin Natt,28,78,2657,21.8,0.604,0.002,0.449,7.9,17.2,12.2,12.4,1.3,0.7,11.2,24.1,10.2
1986,LAC,Derek Smith,24,11,339,21.8,0.594,0.011,0.464,6.4,6.9,6.7,16.3,1.2,2.1,13.1,29.7,0.8
1989,ATL,Dominique Wilkins,29,80,2997,21.8,0.528,0.06,0.298,9.2,11,10,11.9,1.9,1,8.4,29.4,10.4
1990,BOS,Kevin McHale,32,82,2722,21.8,0.623,0.058,0.373,8.6,18.4,13.7,9.5,0.5,3.3,11.7,24.1,11.1
1994,LAC,Dominique Wilkins,34,25,948,21.8,0.535,0.164,0.338,7.1,12.5,9.9,10.3,1.5,0.5,7.1,31.9,2.6
1997,SEA,Gary Payton,28,82,3213,21.8,0.545,0.256,0.24,4,10.2,7.1,33.8,3.3,0.3,11.6,26.4,12.9
1997,WSB,Chris Webber,23,72,2806,21.8,0.554,0.129,0.268,10.1,20.8,15.5,19.9,2.3,3.7,15,24.6,9.3
1997,POR,Arvydas Sabonis,32,69,1762,21.8,0.592,0.201,0.436,7.9,28.3,18.4,14.6,1.9,3.7,16.1,23.9,7.5
1998,UTA,John Stockton,35,64,1858,21.8,0.628,0.178,0.452,2.5,8.2,5.6,47.8,2.6,0.4,20.8,19.3,8
1999,NJN,Stephon Marbury,21,31,1234,21.8,0.547,0.273,0.33,1.7,5.7,3.6,44.1,1.3,0.2,14.1,27.6,4
2001,DET,Jerry Stackhouse,26,80,3215,21.8,0.521,0.245,0.42,3.2,7.3,5.2,25.8,1.5,1.2,12.5,35.2,9.2
2001,ATL,Toni Kukoc,32,17,618,21.8,0.59,0.313,0.286,3.4,14.2,8.7,32.5,1.1,0.6,15.2,24.2,2.2
2001,LAL,Stanislav Medvedenko,21,7,39,21.8,0.528,0.04,0.48,2.9,22.9,13,10.8,1.3,1.8,9,38.2,0.1
2002,CLE,Andre Miller,25,81,3023,21.8,0.538,0.083,0.428,4.2,10.4,7.4,49.8,2.2,0.8,16.5,22.6,10.3
2004,SAC,Peja Stojakovic,26,81,3264,21.8,0.624,0.4,0.307,3.2,14.1,8.8,9.1,1.7,0.3,8.9,23.9,13.5
2005,BOS,Paul Pierce,27,82,2960,21.8,0.583,0.239,0.546,3.1,17.8,10.6,20.3,2.3,1,13.2,26.6,11.2
2005,ATL,James Thomas,24,2,5,21.8,0.5,0,0,44.3,0,23.3,0,0,0,0,17.9,0
2007,NJN,Vince Carter,30,82,3126,21.8,0.559,0.273,0.36,4.3,14.2,9.3,25.1,1.4,0.8,10.5,30.8,10.5
2009,IND,Danny Granger,25,67,2424,21.8,0.584,0.352,0.36,2.2,13.4,7.7,13.1,1.4,3,10,29.6,8
2012,UTA,Paul Millsap,26,64,2100,21.8,0.545,0.036,0.296,9.7,21.2,15.4,12.4,2.9,2,10.3,23.2,7.8
2014,POR,LaMarcus Aldridge,28,69,2498,21.8,0.507,0.011,0.253,7.2,25.5,16.5,13,1.3,1.9,7.2,29.8,7.5
2015,UTA,Derrick Favors,23,74,2280,21.8,0.558,0.007,0.362,10,20.7,15.4,9.4,1.4,4.3,10.2,23.8,8.3
1985,UTA,Adrian Dantley,28,55,1971,21.9,0.607,0,0.565,8,9,8.5,15.2,1.3,0.2,12.4,27.7,8
1988,DAL,Mark Aguirre,28,77,2610,21.9,0.539,0.109,0.321,7.7,10.3,9,18.4,1.3,1.3,10.2,31.6,8.8
1988,NYK,Patrick Ewing,25,82,2546,21.9,0.594,0.003,0.402,10.7,20,15.2,8.3,2,6,17.1,26.8,8.1
1988,BOS,Kevin McHale,30,64,2390,21.9,0.656,0,0.476,8.4,17.5,13.3,10.5,0.6,2.2,11.3,22.3,10.2
1989,GSW,Chris Mullin,25,82,3093,21.9,0.581,0.061,0.339,4.9,10.7,7.8,20.1,2.5,0.7,13.6,26.6,10.6
1990,BOS,Larry Bird,33,75,2944,21.9,0.546,0.129,0.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,9.5
1990,MIL,Ricky Pierce,30,59,1709,21.9,0.592,0.135,0.371,4.2,7,5.6,13.9,1.4,0.3,10.1,31.3,5.8
1995,NYK,Patrick Ewing,32,79,2920,21.9,0.555,0.014,0.386,6.6,27.5,17.4,14.4,1.2,4.1,13.1,30.7,9.6
1996,UTA,John Stockton,33,82,2915,21.9,0.642,0.275,0.345,2.3,7.1,4.8,49.1,2.6,0.4,20.7,18.7,13
1999,UTA,John Stockton,36,50,1410,21.9,0.571,0.122,0.412,2.9,9.3,6.3,48.3,3.2,0.7,18.5,20.1,6.4
2002,PHI,Allen Iverson,26,60,2622,21.9,0.489,0.161,0.351,1.9,9.6,5.8,27.6,3.5,0.4,11,37.8,6.9
2002,UTA,John Stockton,39,82,2566,21.9,0.601,0.101,0.414,2.8,9.6,6.2,46.3,3.2,0.7,18.5,19.8,10.7
2003,TOR,Vince Carter,26,43,1471,21.9,0.532,0.172,0.211,4.4,10.4,7.3,20.4,1.7,2,8.2,28.1,4.2
2004,HOU,Yao Ming,23,82,2692,21.9,0.586,0.002,0.435,9.1,22.4,16.1,9.3,0.4,4.5,14.3,25.3,11.4
2005,NYK,Stephon Marbury,27,82,3281,21.9,0.575,0.248,0.42,1.8,7.1,4.4,36,2,0.1,13.1,24.8,11.7
2006,CLE,Zydrunas Ilgauskas,30,78,2283,21.9,0.576,0.006,0.427,12.6,18.1,15.3,7.4,0.9,4.6,12.8,24.6,8.7
2006,HOU,Tracy McGrady,26,47,1745,21.9,0.494,0.231,0.336,3.1,17.2,10.3,28.8,1.8,1.9,9.4,35,4.1
2008,UTA,Carlos Boozer,26,81,2827,21.9,0.581,0.001,0.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,10.2
2008,IND,Stephen Graham,25,22,128,21.9,0.669,0.241,0.276,3.3,15.6,9.3,13.5,1.5,0.6,13.3,25.4,0.4
2010,LAL,Kobe Bryant,31,73,2835,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,9.4
2011,LAC,Blake Griffin,21,82,3112,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1,1.1,11.7,27.3,9.8
2011,SAS,Tim Duncan,34,76,2156,21.9,0.537,0.005,0.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,7.7
