Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS
2006,UTA,Greg Ostertag,32,60,807,11.6,0.503,0,0.387,12.2,21.7,16.9,11.7,0.4,6.8,24.1,11,1.3
2007,LAL,Smush Parker,25,82,2457,11.6,0.526,0.383,0.223,2.2,7.6,4.9,14.6,2.5,0.3,15.1,18.6,2.3
2007,SEA,Johan Petro,21,81,1510,11.6,0.532,0,0.176,7.2,19.5,13.3,4.8,1.4,2.4,14.8,16.7,1.7
2007,IND,Marquis Daniels,26,45,800,11.6,0.506,0.093,0.285,3.7,8.3,5.9,12.6,1.8,0.7,14.8,20.8,0.6
2007,ORL,Travis Diener,24,26,288,11.6,0.566,0.625,0.188,1.3,6.3,3.9,20,0.7,0,13.1,16,0.7
2007,TOR,Darrick Martin,35,31,220,11.6,0.455,0.394,0.223,1.1,5.4,3.2,31.7,0.7,0,10.4,24.3,0.1
2007,BOS,Kevinn Pinkney,23,6,100,11.6,0.501,0.074,0.333,8.2,9.8,9,8.3,1.6,2.3,11.4,15.8,0.2
2007,DAL,Pops Mensah-Bonsu,23,12,71,11.6,0.582,0,1.059,15.6,19.9,17.8,0,0.8,0,26.5,22.3,0
2007,ATL,Dijon Thompson,23,6,50,11.6,0.482,0.133,0.4,7.1,12.2,9.6,6.8,0,0,5.4,17.1,0.1
2008,IND,Marquis Daniels,27,74,1546,11.6,0.487,0.182,0.248,4.6,10.5,7.5,14.1,2.5,0.9,15.3,20.6,0.9
2008,CLE,Larry Hughes,29,40,1210,11.6,0.467,0.264,0.226,2.5,11.3,6.7,13.1,2.6,0.7,12,22.4,1.1
2008,WAS,Nick Young,22,75,1158,11.6,0.527,0.209,0.259,2.3,9.6,5.8,9.6,1.6,0.5,15,24.9,0.4
2008,SAC,Spencer Hawes,19,71,931,11.6,0.486,0.066,0.182,8.8,20.1,14.6,7.7,0.8,3.3,14,19.2,0.6
2008,DET,Theo Ratliff,34,16,223,11.6,0.501,0,0.45,10.1,16.7,13.4,4.6,1,6.4,15.8,12,0.5
2008,NOH,Marcus Vinicius,23,13,69,11.6,0.564,0.6,0.55,1.7,12.1,6.8,4.3,0.8,1.1,10.8,18.8,0.1
2009,NYK,Quentin Richardson,28,72,1894,11.6,0.51,0.493,0.175,4,14.8,9.2,9.4,1.2,0.3,9.3,18.2,2.1
2009,ORL,Mickael Pietrus,26,54,1329,11.6,0.538,0.523,0.258,3.8,10.9,7.5,8,1.2,1.3,10.6,18.4,3
2009,SAS,George Hill,22,77,1270,11.6,0.502,0.196,0.392,2.9,11.9,7.4,16.6,1.9,1.2,14.5,19.5,2.1
2009,LAL,Vladimir Radmanovic,28,46,771,11.6,0.604,0.636,0.126,2.7,14.3,8.6,6.9,1.8,0.7,17.2,15.6,1.6
2009,MIA,Jamario Moon,28,26,689,11.6,0.562,0.465,0.096,1.7,18.6,10.1,5.5,1.6,1.9,6.8,12,1.5
2009,PHO,Robin Lopez,20,60,614,11.6,0.566,0.007,0.496,10.3,12.1,11.2,1.8,0.9,4.9,14.4,14,1.1
2010,CHI,Kirk Hinrich,29,74,2481,11.6,0.501,0.372,0.15,1.1,10.4,5.8,20.5,1.8,0.7,12.3,16.6,4
2010,SAC,Donte Greene,21,76,1630,11.6,0.526,0.331,0.253,3.7,12.9,8.2,6.8,1.3,2.4,13.1,19.2,1.5
2010,NOH,Darius Songaila,31,75,1410,11.6,0.522,0.012,0.152,4.8,14.7,9.7,7.9,2.3,0.8,13.5,19.5,1.3
2010,LAC,Al Thornton,26,51,1405,11.6,0.526,0.03,0.302,7,8.9,7.9,7.2,0.9,1.2,11.2,18.9,1.5
2010,NJN,Keyon Dooling,29,53,971,11.6,0.519,0.485,0.188,0.9,5.7,3.2,24,1.8,0,14.4,19.4,0.7
2010,OKC,Eric Maynor,22,55,906,11.6,0.492,0.2,0.166,1.4,9.9,5.8,30.9,1.5,0.7,18.4,15.3,1.5
2010,GSW,Devean George,32,45,761,11.6,0.56,0.597,0.112,3,13.8,8.3,5.8,2.6,0.9,6.5,13,1.3
2010,LAL,Didier Ilunga-Mbenga,29,49,355,11.6,0.471,0,0.184,10.2,17.2,13.7,3.4,0.7,6.2,11.9,16,0.6
2010,SAS,Malik Hairston,22,47,317,11.6,0.555,0.145,0.395,4.9,13.1,9.1,7.5,0.7,2,11,14.5,0.7
2010,MEM,Steven Hunter,28,21,158,11.6,0.45,0,0.837,13.3,17.8,15.5,0,0.3,4.8,13.3,18.8,0.1
2011,DEN,Wilson Chandler,23,21,642,11.6,0.505,0.311,0.174,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,0.5
2011,LAC,Brian Cook,30,40,447,11.6,0.534,0.465,0.141,5,20,12.6,5.6,1.4,1.9,12.2,20.5,0.6
2012,GSW,Richard Jefferson,31,22,580,11.6,0.54,0.467,0.207,1.6,13.3,7.4,8.6,1.1,0.9,8.9,16.1,0.7
2012,POR,Hasheem Thabeet,24,15,116,11.6,0.541,0,1.111,14.8,20.5,17.6,0,0.5,5.3,23,13.7,0.2
2012,ATL,Donald Sloan,24,5,20,11.6,0.375,0.125,0,5.9,23.3,14.7,41.6,2.7,0,20,23.5,0
2013,BRK,Gerald Wallace,30,69,2076,11.6,0.49,0.356,0.415,3.9,14.3,9.1,13.3,2.5,1.7,16.9,14.5,3.1
2013,PHO,P.J. Tucker,27,79,1910,11.6,0.525,0.158,0.194,7.7,13.3,10.4,8.6,1.7,0.7,12.2,12.8,2.9
2013,OKC,Hasheem Thabeet,25,66,770,11.6,0.619,0,0.5,11.1,17.5,14.5,2,2,5.9,24.1,10.1,2.2
2014,MIN,Jose Barea,29,79,1471,11.6,0.471,0.352,0.152,1.2,10.5,5.7,32.7,0.9,0,15.2,23.9,0.7
2014,NOP,Austin Rivers,21,69,1339,11.6,0.482,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.6
2014,CHI,Jimmer Fredette,24,8,56,11.6,0.535,0.379,0.069,2.1,12,7.1,11.1,0,0,11.8,27.9,0
2015,BRK,Bojan Bogdanovic,25,78,1854,11.6,0.562,0.444,0.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,2.4
2015,CHI,Mike Dunleavy,34,63,1838,11.6,0.573,0.547,0.181,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,4.1
2015,LAL,Wayne Ellington,27,65,1675,11.6,0.504,0.394,0.104,2,12.3,6.9,10.2,1,0.1,7.2,18.5,1.2
2015,WAS,Otto Porter,21,74,1432,11.6,0.523,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,2.7
2015,HOU,Tarik Black,23,25,393,11.6,0.548,0.012,0.349,16.3,19.3,17.8,3.1,0.8,0.4,16.6,12.7,0.9
2015,LAC,Ekpe Udoh,27,33,128,11.6,0.519,0,0.375,6.3,16.4,11.4,8.5,3.2,4.5,20,12.3,0.3
2015,DEN,Ian Clark,23,7,31,11.6,0.509,0.455,0.364,0,10.8,5.2,9.9,4.8,2.5,13.6,20.6,0.1
1978,CHI,Norm Van Lier,30,78,2524,11.7,0.495,,0.48,3.7,8.5,6.1,27.6,2.7,0.1,25.7,12.4,3.8
1978,PHI,Henry Bibby,28,82,2518,11.7,0.492,,0.332,2.6,7.3,5,23,1.6,0.1,16.8,13.6,4.7
1978,MIL,John Gianelli,27,82,2327,11.7,0.507,,0.196,7.4,15.9,11.5,10.1,1,2,17.7,13.5,3.2
1978,POR,T.R. Dunn,22,63,768,11.7,0.448,,0.233,8.7,11.1,10,7.6,2.8,0.6,11.7,15.4,1.6
1978,DET,Ralph Simpson,28,32,739,11.7,0.454,,0.185,3.9,7.7,5.8,16.8,1.9,0.2,17.3,23.4,0.2
1978,GSW,Wesley Cox,23,43,453,11.7,0.452,,0.578,9.2,23.1,16,3.5,2.1,1.2,14.2,21.9,0.6
1979,NJN,Winford Boynes,21,69,1176,11.7,0.482,,0.284,5.2,8.9,6.9,9.7,1.6,0.3,15.1,25.1,0.6
1979,DEN,Kim Hughes,26,81,1086,11.7,0.53,,0.247,10.9,21.2,16.1,8.5,2.3,4.9,27.9,9.9,2.2
1980,DET,Eric Money,24,55,1467,11.7,0.539,0,0.204,2,5,3.5,21.8,1.6,0.4,20.5,18.3,0.8
1980,DET,Terry Duerod,23,67,1331,11.7,0.498,0.089,0.11,2.3,5.5,3.9,12.4,1.4,0.4,11.2,20.4,0.7
1980,PHI,Lionel Hollins,26,27,796,11.7,0.468,0.032,0.278,3.4,5.7,4.6,19.4,2.7,0.6,16.2,21.1,0.9
1980,HOU,John Shumate,27,29,332,11.7,0.606,0,0.688,8.1,18.5,13.1,8.7,1.1,1.5,24.5,13.1,0.6
1981,ATL,Sam Pellom,29,77,1472,11.7,0.525,0.003,0.305,9.4,18.5,13.9,4.7,1.6,3.7,18.7,14.9,2.2
1981,IND,Don Buse,30,58,1095,11.7,0.471,0.202,0.226,1.8,6.7,4.2,16.4,3.2,0.4,10.7,12.9,2
1981,UTA,Carl Nicks,22,40,616,11.7,0.522,0.014,0.319,4.5,6.8,5.7,16.7,2.6,0.1,18.1,20.4,0.3
1982,WSB,Kevin Grevey,28,71,2164,11.7,0.502,0.096,0.225,2.9,6.8,4.9,10.1,1,0.6,9.2,20.1,3.6
1982,PHO,Alvin Scott,26,81,1740,11.7,0.546,0.005,0.389,6.3,12.2,9.4,11,1.6,2.3,18,12.9,3.8
1982,POR,Kermit Washington,30,20,418,11.7,0.521,0,0.526,10.8,20.4,15.6,8.4,1,2.1,16.5,11.3,0.8
1982,LAL,Mike McGee,22,39,352,11.7,0.489,0.023,0.308,10.9,4.5,7.6,6,2.4,0.5,14.8,25.9,0.2
1982,HOU,Larry Spriggs,22,4,37,11.7,0.589,0,0.182,5.8,12.4,9,15.5,2.7,0,25.2,17.6,0
1983,IND,Jerry Sichting,26,78,2435,11.7,0.513,0.027,0.162,1.4,5.7,3.4,22.1,2,0,16.3,13.6,2.7
1983,UTA,Danny Schayes,23,50,1638,11.7,0.516,0.002,0.379,8.8,18.9,14,13.4,1.1,2.1,24.5,19,1.1
1983,SEA,Phil Smith,30,79,1238,11.7,0.495,0.02,0.333,2.4,8.5,5.6,22.8,1.7,0.3,18.2,18.1,1.7
1983,CLE,John Bagley,22,68,990,11.7,0.471,0.038,0.225,1.9,9.3,5.5,25.5,2.7,0.3,22.4,22.4,-0.2
1984,SEA,Reggie King,26,77,2086,11.7,0.559,0.004,0.46,7.3,18.2,12.8,11.2,1.2,0.6,19.1,13.3,3.4
1984,SDC,Billy McKinney,28,80,843,11.7,0.478,0.007,0.151,0.9,6.3,3.6,25.1,1.5,0,12.9,17.6,0.9
1985,GSW,Peter Thibeaux,23,51,461,11.7,0.515,0.01,0.344,6.5,10.6,8.4,5.4,1.1,2.1,13.2,22,0.3
1986,DET,Earl Cureton,28,80,2017,11.7,0.523,0.004,0.374,10.2,16.5,13.3,8.4,1.3,1.6,18.6,15.7,2.6
1986,ATL,John Battle,23,64,639,11.7,0.518,0.032,0.464,2.1,8.6,5.3,16.3,1.7,0.3,15,20.1,1
1987,IND,Kyle Macy,29,76,1250,11.7,0.524,0.135,0.12,2.1,7.8,4.9,21.4,2.3,0.3,13.9,13.9,2.4
1987,UTA,Kent Benson,32,73,895,11.7,0.482,0.022,0.184,9.2,17.7,13.4,6,2,1.8,11.6,17.1,1.7
1987,LAL,Wes Matthews,27,50,532,11.7,0.513,0.016,0.193,2.9,6.6,4.9,24.1,2,0.4,20.1,19.4,0.6
1987,DET,Jeff Taylor,27,12,44,11.7,0.729,0,1,2.5,7.1,4.9,9,2.2,1.3,35.7,20.6,0
1988,LAC,Larry Drew,29,74,2024,11.7,0.498,0.125,0.15,1.1,5.3,3.1,29.4,1.5,0,16.5,18.5,1.2
1988,DEN,Wayne Cooper,31,45,865,11.7,0.477,0.004,0.248,11.5,21.7,16.4,4.2,0.6,6.2,16.5,16.1,1.2
1989,MIA,Rory Sparrow,30,80,2613,11.7,0.486,0.075,0.109,2.3,7.2,4.6,25.6,1.9,0.4,16.5,19.2,1.6
1989,NJN,Walter Berry,24,29,556,11.7,0.501,0,0.273,6.2,17.1,11.5,5.6,0.9,1.4,13.4,22,0.3
1989,DEN,Darwin Cook,30,30,386,11.7,0.466,0.061,0.135,3.3,9.9,6.4,14.4,3.2,0.9,13.1,19.7,0.3
1989,CLE,Phil Hubbard,32,31,191,11.7,0.493,0,0.397,8.7,14.6,11.8,7.9,1.5,0,10.8,18.5,0.4
1990,MIN,Scott Roth,26,71,1061,11.7,0.478,0.124,0.479,3.6,9.4,6.3,17.4,2.5,0.4,14.3,24.6,0.7
1991,DEN,Blair Rasmussen,28,70,2325,11.7,0.473,0.006,0.105,6.3,22.9,13.8,3.7,0.9,3,8,15.3,1.7
1991,NYK,Trent Tucker,31,65,1194,11.7,0.519,0.353,0.062,3.3,6.8,5.1,13.9,1.9,0.5,9.4,18,1.9
1991,MIA,Terry Davis,23,55,996,11.7,0.516,0.008,0.525,11.8,18.2,14.9,5.5,0.9,1.7,11,13.4,2
1991,POR,Danny Young,28,75,897,11.7,0.487,0.384,0.166,2.7,6.5,4.6,20.1,2.7,0.5,14.7,15.4,1.8
1991,ATL,Rumeal Robinson,24,47,674,11.7,0.478,0.045,0.331,3.1,8.5,5.8,28.5,2.3,0.7,21.5,21.6,-0.1
1991,POR,Walter Davis,36,32,439,11.7,0.478,0.015,0.118,4.8,9.7,7.3,13.3,2,0,10.9,21.3,0.6
1992,LAC,James Edwards,36,72,1437,11.7,0.531,0.002,0.504,4.2,11.4,7.8,5.5,0.8,1.4,9.9,21.6,2.8
1992,SAS,Donald Royal,25,60,718,11.7,0.533,0,0.747,10,8.9,9.4,6.4,1.7,0.6,14.2,16.2,1.6
1992,POR,Danny Young,29,18,134,11.7,0.487,0.25,0.35,0,7.3,3.7,19.8,2.2,0,9.8,15.5,0.3
1993,DAL,Terry Davis,25,75,2462,11.7,0.484,0.009,0.326,10.4,21.3,15.4,4.3,0.7,0.7,14,19,-0.1
1993,LAC,Gary Grant,27,74,1624,11.7,0.478,0.088,0.155,1.8,7.7,4.7,28.4,3.2,0.4,20.2,16.2,1.6
1993,UTA,Larry Krystkowiak,28,71,1362,11.7,0.524,0.002,0.346,6.4,16.6,11.7,7.1,1.5,0.6,11.2,17.4,2.6
1993,DEN,Bryant Stith,22,39,865,11.7,0.525,0.014,0.428,4.7,10.5,7.6,8.1,1.3,0.3,11.8,17.6,1.6
1994,UTA,Felton Spencer,26,79,2210,11.7,0.54,0,0.536,12.5,21.8,17.2,2.8,1,2.1,16.9,15.1,4.7
1994,MIN,Chuck Person,29,77,2029,11.7,0.502,0.323,0.128,3.3,11.2,7.3,15.7,1.1,0.4,12,21.8,1.2
1994,GSW,Josh Grant,26,53,382,11.7,0.494,0.418,0.199,7.8,17.3,12.6,8.6,2.3,1.3,15.9,20.4,0.5
1995,LAC,Tony Massenburg,27,80,2127,11.7,0.526,0.005,0.391,8.3,17.5,12.6,4.9,1.1,2,14.3,16.8,2.2
1995,HOU,Carl Herrera,28,61,1331,11.7,0.548,0.006,0.358,8.9,14.8,12,4.9,1.5,2,15.8,15.1,2.1
1995,ORL,Anthony Bowie,31,77,1261,11.7,0.532,0.108,0.198,5.1,7.5,6.3,17.3,1.9,1.1,17.7,16.6,2
1995,WSB,Don MacLean,25,39,1052,11.7,0.511,0.111,0.377,4.9,13.5,9,7.5,0.7,0.2,9.5,19.3,1.1
1995,CHI,Corie Blount,26,68,889,11.7,0.497,0.01,0.319,14.2,17.6,15.9,9.8,1.5,2.8,19.8,14.9,1.7
1995,NJN,Kevin Edwards,29,14,466,11.7,0.568,0.292,0.273,2.3,6.4,4.3,9.8,2.1,0.7,16.9,19.6,0.6
1995,PHO,Aaron Swinson,24,9,51,11.7,0.594,0,0.278,6.7,11.3,9,9,1,0,19.8,21.4,0
1997,CLE,Danny Ferry,30,82,2633,11.7,0.523,0.358,0.11,4,12.8,8.3,10.4,1.2,1.1,10.1,17.6,5.6
1997,UTA,Adam Keefe,26,62,915,11.7,0.572,0.006,0.644,10.9,18.2,14.7,5,1.7,1.2,18,12.7,2.3
1997,IND,Eddie Johnson,37,28,306,11.7,0.497,0.206,0.199,1.2,14.2,7.8,10.6,0.9,0.3,10.3,24.9,0.3
1997,ORL,Brian Evans,23,14,59,11.7,0.455,0.364,0,1.9,14.3,8,20.5,0.9,2.6,8.3,18.7,0.1
1998,WAS,Calbert Cheaney,26,82,2841,11.7,0.488,0.054,0.219,3.2,10,6.5,9.8,1.8,0.9,8.8,18.4,4.1
1999,UTA,Howard Eisley,26,50,1038,11.7,0.527,0.159,0.255,1.5,9,5.5,32,1.6,0.1,23.8,21.1,1.3
1999,MIN,Anthony Peeler,29,28,810,11.7,0.465,0.419,0.151,3.8,8.1,5.8,15.1,2.3,0.6,11.6,17.8,1.1
1999,SAS,Will Perdue,33,37,445,11.7,0.63,0,0.433,8.9,25,17.4,6.4,1.1,1.5,23.5,9.8,1.5
2000,SEA,Horace Grant,34,76,2688,11.7,0.472,0.007,0.185,6.7,17.5,12,10.2,1.1,1.6,8.6,11.6,5.2
2000,LAL,Rick Fox,30,82,1473,11.7,0.502,0.363,0.157,4.6,9.7,7.2,14.4,1.8,1.2,14,18.5,3.2
2000,MIL,Vinny Del Negro,33,67,1211,11.7,0.51,0.074,0.12,0.9,9.4,5.2,19.6,1.5,0,12.3,14.3,1.5
2000,VAN,Grant Long,33,42,920,11.7,0.512,0.024,0.425,11.1,19.4,15.2,7.2,2.6,0.8,19.8,12.2,1.4
2000,GSW,Tim Young,23,25,137,11.7,0.492,0,0.923,9.4,18,13.4,5.5,0.7,0.5,14.1,19.6,0.2
2000,MIN,Andrae Patterson,24,5,20,11.7,0.75,0,0,5.8,5.9,5.8,7.6,2.6,0,20,11.3,0.1
2001,BOS,Bryant Stith,30,78,2504,11.7,0.538,0.396,0.339,2.9,10.7,6.6,11.2,1.9,0.4,11.4,14.4,4.8
2001,DAL,Howard Eisley,28,82,2426,11.7,0.507,0.399,0.187,1.1,7.8,4.5,18.2,2.1,0.4,12.3,15.6,4.4
2001,VAN,Othella Harrington,27,44,1267,11.7,0.529,0.008,0.399,9.3,16.8,13.1,4.9,0.8,1.4,18.6,20.1,0.9
2001,SAC,Hedo Turkoglu,21,74,1245,11.7,0.509,0.257,0.334,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,2.8
2001,WAS,Laron Profit,23,35,605,11.7,0.47,0.183,0.317,3.4,9.1,6.2,23.5,3.1,1.3,22.1,15.3,0.3
2001,CHH,Lee Nailon,25,42,469,11.7,0.529,0.007,0.316,7.1,15.3,11.2,9.1,1,0.8,14.8,17.9,0.9
2002,SAS,Tony Parker,19,77,2267,11.7,0.497,0.296,0.25,1.7,8,5,23.9,2.1,0.2,17.5,17.7,3.8
2002,PHO,Jake Tsakalidis,22,67,1582,11.7,0.522,0.003,0.398,9.1,17.7,13.3,2.2,0.8,3.2,14.2,15.5,2.8
2002,DAL,Danny Manning,35,41,552,11.7,0.505,0.047,0.221,5.1,16.5,10.9,8,2,2.7,13.3,15.4,0.8
2003,ATL,Ira Newble,28,73,1931,11.7,0.557,0.18,0.193,5.3,10.5,8,8.6,1.4,0.9,12,13.7,3.3
2003,ORL,Shawn Kemp,33,79,1633,11.7,0.468,0.002,0.307,10,21.9,15.8,5.5,2.1,1.5,15.1,18.5,2
2003,NJN,Rodney Rogers,31,68,1303,11.7,0.483,0.29,0.198,5.4,17.7,11.5,13.8,2,1.8,15.5,20.3,2.3
2003,DAL,Walt Williams,32,66,1161,11.7,0.5,0.501,0.147,5,14.6,9.8,7.4,1.9,1.7,8.8,15.6,2.5
2003,DET,Tayshaun Prince,22,42,435,11.7,0.546,0.398,0.144,1.3,11.1,6.1,9.9,1.3,2.4,14.3,16.2,0.8
2004,GSW,Avery Johnson,38,46,637,11.7,0.454,0.015,0.392,0.5,5.3,2.9,29.1,2.2,0.3,17.9,20.6,0.2
2004,BOS,Tony Battie,27,23,501,11.7,0.517,0.009,0.282,9.1,17.7,13.5,6.9,0.8,3.1,15.4,14.1,0.8
2004,BOS,Kedrick Brown,22,21,408,11.7,0.525,0.323,0.131,5.2,13.8,9.5,10,2.1,0.4,10.3,13,0.8
2004,PHO,Brevin Knight,28,3,19,11.7,0.333,0,0,0,18.1,9,30.2,8.2,3.9,50,14.3,0
2005,POR,Derek Anderson,30,47,1239,11.7,0.503,0.386,0.223,2.4,9.2,6,18.9,1.6,0.2,14,18.5,1.3
2005,NOH,Casey Jacobsen,23,44,1030,11.7,0.543,0.351,0.518,2,9.8,5.7,12.6,1.2,0.5,12.5,15.9,1.6
2005,DAL,Calvin Booth,28,34,262,11.7,0.477,0.013,0.203,7,17.6,12.4,2.4,2.2,4.5,8.5,16.1,0.6
2005,LAL,Tony Bobbitt,25,2,12,11.7,0.5,0.4,0,0,28,14.1,0,0,0,0,18.8,0
2006,MIN,Marko Jaric,27,75,2102,11.7,0.468,0.235,0.244,3.5,9.6,6.7,22.5,2.8,0.8,16.8,17,2.3
2006,LAL,Kwame Brown,23,72,1978,11.7,0.545,0.003,0.606,10.8,17.3,14.1,5.6,0.7,1.8,16.9,13.6,3.6
2006,DEN,DerMarr Johnson,25,58,924,11.7,0.545,0.523,0.137,2.4,9.6,6.1,9.5,1.4,2.1,12.4,17.9,1.3
2006,MEM,Anthony Roberson,22,16,88,11.7,0.549,0.323,0.065,0,8.2,4.1,10.7,0.6,0,8.6,19.3,0.2
2006,CHI,James Thomas,25,7,26,11.7,0.5,0,0,17.8,17.6,17.7,0,0,0,0,10.4,0.1
2007,SAC,Francisco Garcia,25,79,1410,11.7,0.551,0.392,0.3,4.3,12.9,8.5,9.8,1.6,2.3,14,15.9,2.4
2007,LAL,Sasha Vujacic,22,73,935,11.7,0.54,0.601,0.183,3.5,9.8,6.7,10.3,2.3,0.1,9.4,15.4,1.8
2008,HOU,Shane Battier,29,80,2907,11.7,0.561,0.596,0.163,5.2,10.5,7.9,8,1.4,2.3,10.5,11.7,8.2
2008,CLE,Daniel Gibson,21,58,1765,11.7,0.592,0.576,0.226,1.9,6.9,4.3,13.1,1.4,0.6,12.9,15.1,4.1
2008,NYK,Wilson Chandler,20,35,685,11.7,0.48,0.124,0.223,6.1,15.3,10.6,8.1,1.1,1.8,9.2,19.2,0.5
2008,DAL,Jose Barea,23,44,460,11.7,0.515,0.318,0.206,1,10.5,5.9,20.6,1.6,0.2,15.9,22.3,0.5
2008,MIA,Stephane Lasme,25,15,303,11.7,0.488,0,0.451,10.1,10.8,10.5,1.6,2.3,5.8,15,15.6,0.3
2009,CHA,Raja Bell,32,45,1603,11.7,0.541,0.349,0.16,2.6,11.2,6.9,12.2,1.3,0.3,11.1,18,2.8
2009,CHI,Thabo Sefolosha,24,43,735,11.7,0.503,0.275,0.137,4.1,15,9.6,13.1,2.5,1.9,16.1,14,1
2010,HOU,Chuck Hayes,26,82,1773,11.7,0.5,0,0.201,9.4,21.1,15,11.4,2.1,1.8,17.1,10.8,3.6
2010,SAC,Sean May,25,37,331,11.7,0.492,0.036,0.288,6.8,17.5,12.1,8.1,1.9,1.5,13.2,19.3,0.3
2011,SAC,Omri Casspi,22,71,1702,11.7,0.517,0.452,0.185,4.8,16,10.3,6.6,1.6,0.6,10.3,16.7,2.5
2011,ATL,Mike Bibby,32,56,1674,11.7,0.57,0.58,0.104,1.1,9.1,5.1,18.9,1.2,0.3,12.8,15,3.1
2011,DAL,Brendan Haywood,31,72,1331,11.7,0.532,0.004,0.794,11.8,20.9,16.5,2.1,0.6,4.2,14.5,12.4,2.9
2011,OKC,Eric Maynor,23,82,1200,11.7,0.485,0.288,0.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,1.5
2011,BOS,Marquis Daniels,30,49,938,11.7,0.527,0.091,0.246,3.3,11,7.4,10.6,2.2,1.8,12.9,15.1,2
2011,HOU,Aaron Brooks,26,34,811,11.7,0.465,0.437,0.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,0.4
2011,DEN,Gary Forbes,25,63,791,11.7,0.524,0.212,0.319,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,0.9
2011,CLE,Samardo Samuels,22,37,701,11.7,0.498,0.012,0.456,12,14,13,4.2,1.1,2,15.5,22.1,0
2011,SAC,Luther Head,28,36,586,11.7,0.538,0.39,0.305,3,8.8,5.8,17.7,0.9,1.1,14.7,16.1,0.9
2011,WAS,Cartier Martin,26,52,542,11.7,0.524,0.544,0.22,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,0.8
2011,PHO,Zabian Dowdell,26,24,292,11.7,0.457,0.08,0.136,2,5.9,4,27.7,3.5,0.5,18,25,-0.1
2012,DET,Brandon Knight,20,66,2129,11.7,0.511,0.359,0.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,1.3
2012,LAC,Caron Butler,31,63,1871,11.7,0.501,0.365,0.152,2.8,12,7.3,6.8,1.5,0.4,9.3,20.4,2.3
2012,ORL,Hedo Turkoglu,32,53,1653,11.7,0.528,0.512,0.188,1.7,12.4,7,24.1,1.5,0.8,20.6,19.5,2.1
2012,MIL,Carlos Delfino,29,54,1537,11.7,0.515,0.528,0.106,1.4,13.9,7.5,11.9,2.6,0.5,12.2,15.5,2.4
2012,DET,Jason Maxiell,28,65,1466,11.7,0.493,0.005,0.277,9.9,17.4,13.6,4.7,1.2,2.7,14.2,15.8,1.7
2012,ATL,Vladimir Radmanovic,31,49,755,11.7,0.524,0.685,0.147,5.3,16.8,11.1,10.9,1.5,1.5,14.3,15.2,1.6
2012,CLE,Manny Harris,22,26,456,11.7,0.492,0.24,0.393,2.6,15.3,8.7,11.8,1.5,1,13.3,20,0.3
2013,UTA,Randy Foye,29,82,2249,11.7,0.55,0.588,0.195,0.9,5.8,3.3,11.7,1.5,0.9,10.3,18.1,3.7
2013,BOS,Courtney Lee,27,78,1941,11.7,0.545,0.294,0.136,1.9,9.4,5.8,11.7,2.4,0.9,13,15.7,3.3
2013,LAL,Steve Blake,32,45,1175,11.7,0.573,0.633,0.13,2,10.1,6.2,21.9,1.5,0.4,17.8,13.2,2.4
2013,NYK,Iman Shumpert,22,45,996,11.7,0.516,0.462,0.171,3.5,12.8,8,11.6,2.3,0.6,11.1,15.6,1.9
2013,ORL,Gustavo Ayon,27,43,571,11.7,0.54,0,0.304,7.9,19.8,13.8,15.5,1.2,1.8,21.1,14.3,0.7
2013,NOH,Louis Amundson,30,18,209,11.7,0.449,0,0.381,13.4,19.7,16.5,5.8,2.3,2.4,14,12.7,0.3
2014,PHO,Ish Smith,25,70,1006,11.7,0.438,0.082,0.139,3.5,10.9,7.2,26,2.4,1,17.9,15.9,1
2014,ATL,Pero Antic,31,50,925,11.7,0.545,0.582,0.224,7.2,18.9,13.1,9.8,1,1,14.5,18.6,1.4
2014,NYK,Metta World Peace,34,29,388,11.7,0.469,0.383,0.113,5.3,12.8,8.9,7.1,3.3,1.8,11.4,20,0.3
2014,HOU,Jordan Hamilton,23,21,349,11.7,0.528,0.566,0.164,3,15.7,9.7,8,1.9,1.5,12.7,18.8,0.6
2014,SAC,Luc Mbah a Moute,27,9,196,11.7,0.53,0.094,0.406,5.1,10.5,7.8,11.1,2.3,2.1,9.6,9.4,0.4
2015,MIA,Mario Chalmers,28,80,2368,11.7,0.521,0.374,0.401,1.2,9,5.2,21,2.7,0.4,18.2,18.9,2.8
2015,DEN,Arron Afflalo,29,53,1750,11.7,0.533,0.37,0.23,1.3,10.2,5.6,9.3,0.9,0.2,10.3,19.9,1.8
